adds	just	-0.405465
adjust	mentally	-1.386294
adjust	to	-0.287682
adjusted	of	-0.693147
adjusted	regulator	-0.693147
adjusting	some	0.000000
adjustment	an	-0.693147
adjustment	major	-1.386294
adjustment	real	-1.386294
adjusts	and	0.000000
adlai	uh	0.000000
admirable	an	0.000000
admire	to	0.000000
admit	to	-0.405465
admit	would	-1.098612
admitted	been	-1.386294
admitted	even	-1.386294
admitted	had	-1.386294
admitted	have	-1.386294
adolescence	of	0.000000
adopt	to	0.000000
adopted	they	-0.405465
adopted	uh	-1.098612
adored	and	0.000000
adult	an	-0.887303
adult	be	-2.833213
adult	my	-1.734601
adult	of	-2.833213
adult	our	-2.833213
adult	without	-2.833213
adult	you	-2.833213
adult	young	-2.140066
adulthood	into	0.000000
adults	of	-2.079442
adults	see	-2.079442
adults	that	-2.079442
adults	the	-0.693147
adults	these	-2.079442
advancement	aep	0.000000
advances	medical	0.000000
advantage	take	0.000000
adventure	an	-0.693147
adventure	in	-1.386294
adventure	new	-1.386294
adventurer	an	0.000000
adventurous	of	0.000000
advertisements	know	0.000000
advertising	and	0.000000
advised	uh	0.000000
aep	as	0.000000
afc	different	0.000000
affc	my	0.000000
affect	it	-0.693147
affect	that	-0.693147
affected	directly	-1.386294
affected	that	-1.386294
affected	uh	-1.386294
affected	um	-1.386294
affection	and	0.000000
affectionately	friends	0.000000
affiliated	was	0.000000
afford	can't	-1.386294
afford	could	-0.693147
afford	couldn't	-1.386294
afraid	being	-2.890372
afraid	deathly	-2.890372
afraid	grown	-2.890372
afraid	i'm	-2.197225
afraid	just	-2.890372
afraid	little	-2.890372
afraid	never	-2.890372
afraid	was	-0.944462
afraid	were	-1.791759
african	an	-0.693147
african	some	-0.693147
afro-american	or	0.000000
after	after	-3.938340
after	again	-5.036953
after	ages	-5.036953
after	and	-2.639057
after	animals	-5.036953
after	anything	-5.036953
after	area	-5.036953
after	augusta	-4.343805
after	back	-5.036953
after	believe	-5.036953
after	break	-5.036953
after	but	-4.343805
after	car	-5.036953
after	children	-5.036953
after	closer	-5.036953
after	coming	-5.036953
after	day	-5.036953
after	do	-5.036953
after	dog	-5.036953
after	drinking	-5.036953
after	especially	-5.036953
after	even	-3.938340
after	ever	-5.036953
after	everyday	-5.036953
after	farm	-5.036953
after	fine	-5.036953
after	for	-5.036953
after	friday	-5.036953
after	grand	-5.036953
after	guelph	-5.036953
after	guess	-5.036953
after	happened	-5.036953
after	honestly	-5.036953
after	in	-5.036953
after	is	-5.036953
after	july	-5.036953
after	just	-4.343805
after	know	-3.938340
after	later	-5.036953
after	learned	-4.343805
after	like	-5.036953
after	limp	-5.036953
after	long	-5.036953
after	looked	-5.036953
after	looking	-5.036953
after	may	-5.036953
after	me	-4.343805
after	michaela	-5.036953
after	mind	-5.036953
after	minutes	-5.036953
after	monday	-5.036953
after	months	-3.938340
after	more	-5.036953
after	named	-3.245193
after	night	-5.036953
after	now	-5.036953
after	october	-5.036953
after	oh	-5.036953
after	on	-5.036953
after	other	-5.036953
after	ours	-5.036953
after	out	-4.343805
after	over	-5.036953
after	patterned	-5.036953
after	pennsylvania	-5.036953
after	realized	-5.036953
after	right	-3.650658
after	road	-5.036953
after	saturday	-5.036953
after	saying	-4.343805
after	school	-5.036953
after	shortly	-4.343805
after	so	-3.091042
after	soon	-4.343805
after	striving	-5.036953
after	summer	-5.036953
after	take	-5.036953
after	talk	-4.343805
after	then	-4.343805
after	this	-5.036953
after	till	-5.036953
after	time	-4.343805
after	to	-5.036953
after	uh	-3.427515
after	um	-4.343805
after	until	-4.343805
after	us	-5.036953
after	visit	-5.036953
after	was	-3.091042
after	we	-5.036953
after	week	-5.036953
after	weeks	-4.343805
after	well	-4.343805
after	world	-5.036953
after	year	-5.036953
after	years	-5.036953
afternoon	an	-3.044522
afternoon	beautiful	-3.044522
afternoon	christmas	-3.044522
afternoon	every	-3.044522
afternoon	one	-2.351375
afternoon	sunday	-1.945910
afternoon	that	-2.351375
afternoon	the	-0.965081
afternoon	this	-2.351375
afternoons	sunday	0.000000
aftershocks	felt	-0.693147
aftershocks	just	-0.693147
afterward	but	0.000000
afterwards	night	-1.098612
afterwards	strapped	-1.098612
afterwards	years	-1.098612
ag	in	0.000000
again	and	-3.044522
again	back	-4.143135
again	because	-3.449988
again	bootlegging	-4.143135
again	born	-4.143135
again	car	-4.143135
again	chase	-4.143135
again	cold	-4.143135
again	comes	-4.143135
again	dad	-4.143135
again	ever	-4.143135
again	family	-3.449988
again	fast	-4.143135
again	foundation	-4.143135
again	gone	-4.143135
again	guess	-4.143135
again	here	-4.143135
again	him	-4.143135
again	home	-4.143135
again	it	-3.044522
again	life	-4.143135
again	mary	-4.143135
again	me	-3.449988
again	mention	-4.143135
again	message	-4.143135
again	never	-4.143135
again	once	-3.044522
again	out	-3.449988
again	over	-3.449988
again	played	-4.143135
again	sister	-4.143135
again	then	-3.449988
again	there	-2.533697
again	time	-4.143135
again	to	-3.449988
again	tony	-4.143135
again	um	-4.143135
again	up	-3.044522
again	was	-4.143135
again	who	-4.143135
again	why	-4.143135
again	wife	-4.143135
again	work	-4.143135
again	you're	-4.143135
against	back	-3.135494
against	brushing	-3.135494
against	competed	-3.135494
against	defend	-3.135494
against	fighting	-3.135494
against	house	-3.135494
against	husband	-2.442347
against	it	-3.135494
against	ourselves	-3.135494
against	play	-3.135494
against	played	-3.135494
against	playing	-3.135494
against	pressing	-3.135494
against	room	-3.135494
against	smashed	-3.135494
against	thrown	-3.135494
against	up	-1.749200
against	weapons	-3.135494
against	were	-3.135494
age	an	-3.871201
age	and	-3.871201
age	at	-3.871201
age	certain	-2.772589
age	different	-3.871201
age	early	-3.871201
age	good	-3.871201
age	her	-3.178054
age	his	-3.871201
age	in	-3.178054
age	kitty's	-3.871201
age	middle	-3.871201
age	my	-2.079442
age	new	-3.178054
age	old	-3.871201
age	parents	-3.871201
age	same	-3.871201
age	smith	-3.871201
age	that	-2.772589
age	the	-1.925291
age	under	-3.871201
age	what	-2.261763
age	young	-3.871201
age	your	-2.772589
agee	mrs	0.000000
agency	regional	0.000000
agenda	hidden	0.000000
ages	all	-0.693147
ages	the	-0.693147
agitated	unnecessarily	0.000000
ago	long	-2.233592
ago	time	-2.233592
ago	weeks	-2.639057
ago	year	-3.332205
ago	years	-0.387766
agree	to	0.000000
agreed	all	-0.693147
agreed	she	-0.693147
ah	about	-4.127134
ah	actually	-4.820282
ah	ah	-4.127134
ah	all	-4.820282
ah	and	-1.824549
ah	are	-4.820282
ah	back	-4.127134
ah	be	-4.820282
ah	beat	-4.820282
ah	because	-4.820282
ah	been	-4.820282
ah	bit	-4.820282
ah	black	-4.820282
ah	brought	-4.820282
ah	but	-2.517696
ah	called	-4.820282
ah	chemo	-4.820282
ah	dad's	-4.820282
ah	day	-4.820282
ah	don't	-4.820282
ah	elizabeth	-4.820282
ah	end	-4.820282
ah	everybody	-4.820282
ah	got	-4.127134
ah	guerrillas	-4.820282
ah	has	-4.820282
ah	he	-4.820282
ah	heard	-4.820282
ah	house	-4.820282
ah	husbands	-4.820282
ah	is	-4.820282
ah	isn't	-4.820282
ah	it	-4.820282
ah	it's	-4.127134
ah	jobs	-4.820282
ah	just	-4.820282
ah	know	-3.721669
ah	like	-3.721669
ah	meet	-4.820282
ah	mom's	-4.820282
ah	of	-4.820282
ah	or	-4.820282
ah	phil	-4.820282
ah	probably	-4.820282
ah	really	-4.820282
ah	said	-4.127134
ah	sam	-4.820282
ah	she's	-4.820282
ah	side	-4.820282
ah	sister	-4.820282
ah	so	-4.127134
ah	some	-4.820282
ah	sort	-4.820282
ah	street	-4.820282
ah	than	-4.820282
ah	that	-4.820282
ah	the	-3.721669
ah	their	-4.127134
ah	them	-4.820282
ah	then	-4.820282
ah	they	-4.127134
ah	they're	-4.820282
ah	to	-3.721669
ah	uh	-4.820282
ah	was	-2.740840
ah	we	-4.127134
ah	weddings	-4.820282
ah	well	-4.820282
ah	what	-4.820282
ah	would	-4.127134
ahead	bit	-2.674149
ahead	future	-3.367296
ahead	getting	-3.367296
ahead	go	-0.534082
ahead	little	-3.367296
ahead	straight	-3.367296
ahead	up	-3.367296
ahead	way	-3.367296
ahead	went	-1.981001
aid	first	-1.098612
aid	mutual	-0.405465
aim	your	0.000000
ain't	anyway	-2.484907
ain't	because	-2.484907
ain't	but	-2.484907
ain't	he	-2.484907
ain't	it	-1.386294
ain't	know	-2.484907
ain't	they	-1.791759
ain't	you	-1.791759
air	affc	-3.367296
air	andrews	-3.367296
air	central	-3.367296
air	cold	-3.367296
air	fresh	-2.674149
air	land	-3.367296
air	laughlin	-2.268684
air	mid	-3.367296
air	much	-3.367296
air	no	-3.367296
air	put	-3.367296
air	salt	-3.367296
air	the	-1.064711
air	uh	-3.367296
air	um	-3.367296
air	us	-2.674149
aircraft	douglas	-2.890372
aircraft	lockheed	-2.890372
aircraft	one-man	-2.890372
aircraft	space	-2.197225
aircraft	that	-2.890372
aircraft	the	-0.810930
aircraft	three	-2.197225
aircraft	u2	-2.197225
airplane	an	-1.386294
airplane	his	-1.386294
airplane	own	-1.386294
airplane	the	-1.386294
airplanes	few	0.000000
airport	an	-2.079442
airport	the	-0.133531
aisle	the	0.000000
al	not	-0.693147
al	took	-0.693147
aladdin	well	0.000000
albany	to	0.000000
albemarle	at	-0.693147
albemarle	by	-0.693147
album	an	-1.098612
album	the	-1.098612
album	this	-1.098612
albums	few	0.000000
alcatraz	bridge	-0.693147
alcatraz	to	-0.693147
alcohol	of	0.000000
alcott	may	0.000000
alcott's	may	0.000000
alex	alice	-1.945910
alex	and	-1.252763
alex	ja	-1.945910
alex	sudden	-1.945910
alex	uh	-1.945910
alex	well	-1.945910
alexis	is	0.000000
alice	and	0.000000
alike	dressed	0.000000
aliteracy	in	0.000000
alive	come	-1.945910
alive	him	-1.945910
alive	is	-1.945910
alive	made	-1.945910
alive	more	-1.945910
alive	was	-1.945910
alive	were	-1.945910
all	about	-5.362465
all	accepting	-6.748760
all	aching	-6.748760
all	adjusts	-6.748760
all	after	-5.139322
all	again	-6.748760
all	all	-6.055612
all	always	-6.748760
all	am	-6.055612
all	an	-6.055612
all	and	-2.143589
all	are	-4.957000
all	assembling	-6.748760
all	at	-4.350864
all	ate	-6.748760
all	basically	-6.748760
all	be	-6.748760
all	because	-4.957000
all	behind	-6.748760
all	bet	-6.748760
all	between	-6.748760
all	bicycles	-6.748760
all	bleach	-6.748760
all	born	-6.748760
all	boston	-6.748760
all	bulls	-6.748760
all	bump	-6.748760
all	bunker	-6.748760
all	burns	-6.748760
all	but	-6.055612
all	by	-6.748760
all	came	-6.748760
all	car	-6.748760
all	carry	-6.748760
all	charlotte	-6.055612
all	children	-6.055612
all	clicked	-6.748760
all	client	-6.748760
all	climb	-6.748760
all	climbing	-6.748760
all	close	-6.748760
all	come	-6.748760
all	completed	-6.748760
all	condoms	-6.748760
all	contributes	-6.748760
all	counted	-6.748760
all	course	-6.055612
all	cows	-6.748760
all	cut	-6.748760
all	dad	-6.748760
all	damn	-6.748760
all	dance	-6.748760
all	dc	-6.748760
all	did	-5.650147
all	do	-4.957000
all	dogs	-6.055612
all	doing	-5.650147
all	dolls	-6.748760
all	down	-6.748760
all	dress	-6.748760
all	dressed	-6.055612
all	dribble	-6.748760
all	drink	-6.055612
all	drinking	-6.748760
all	everything	-6.748760
all	face	-6.748760
all	fall	-6.748760
all	fight	-6.748760
all	file	-6.748760
all	finally	-6.748760
all	flowers	-6.748760
all	for	-4.263853
all	fought	-6.748760
all	four	-6.748760
all	from	-4.446174
all	gathered	-6.748760
all	get	-5.650147
all	getting	-6.055612
all	glass	-6.748760
all	go	-6.055612
all	gone	-6.748760
all	got	-5.650147
all	grandmother	-6.748760
all	growing	-6.748760
all	guy	-6.748760
all	guy's	-6.748760
all	guys	-6.748760
all	had	-4.446174
all	happens	-6.748760
all	have	-4.551535
all	having	-6.748760
all	he's	-6.748760
all	head	-6.748760
all	her	-6.748760
all	here	-6.055612
all	him	-6.055612
all	home	-6.748760
all	hooked	-6.748760
all	houses	-6.748760
all	how	-6.748760
all	i'm	-5.139322
all	in	-4.802849
all	is	-4.802849
all	it	-3.858388
all	it's	-5.139322
all	jbm	-6.748760
all	job	-6.055612
all	just	-4.957000
all	kept	-6.055612
all	know	-4.350864
all	learned	-6.055612
all	legs	-6.748760
all	let	-6.748760
all	life	-6.748760
all	light	-6.748760
all	like	-4.040709
all	lived	-6.055612
all	looking	-6.748760
all	loose	-6.748760
all	lose	-6.748760
all	lost	-6.055612
all	loved	-6.748760
all	made	-6.055612
all	marks	-6.748760
all	me	-5.362465
all	meanwhile	-6.748760
all	missed	-6.748760
all	months	-6.748760
all	most	-6.748760
all	move	-6.748760
all	moved	-6.055612
all	much	-5.362465
all	my	-6.748760
all	myself	-6.748760
all	name	-6.748760
all	named	-6.748760
all	nc	-6.055612
all	not	-4.957000
all	of	-3.529884
all	officers	-6.748760
all	oh	-6.748760
all	ok	-6.055612
all	on	-5.650147
all	opened	-6.748760
all	operated	-6.748760
all	other	-6.055612
all	out	-4.802849
all	painted	-6.748760
all	people	-5.362465
all	poetry	-6.748760
all	pounding	-6.748760
all	powder	-6.748760
all	probably	-6.748760
all	put	-5.650147
all	read	-4.802849
all	real	-6.748760
all	really	-5.139322
all	recall	-6.748760
all	red	-6.748760
all	remember	-4.957000
all	said	-4.802849
all	saved	-6.748760
all	say	-6.055612
all	saying	-6.748760
all	says	-6.748760
all	scare	-6.748760
all	school	-6.748760
all	seafood	-6.748760
all	seals	-6.748760
all	see	-4.957000
all	seeing	-6.055612
all	sent	-6.748760
all	set	-6.055612
all	sirens	-6.748760
all	smile	-6.748760
all	smoking	-6.748760
all	so	-4.551535
all	spending	-6.748760
all	spent	-5.650147
all	sports	-6.748760
all	spots	-6.748760
all	stand	-6.748760
all	start	-6.748760
all	store	-6.748760
all	streets	-6.748760
all	studying	-6.748760
all	stuff	-6.748760
all	stuffed	-6.748760
all	sucker	-6.748760
all	swing	-6.748760
all	take	-5.650147
all	taking	-6.748760
all	talk	-6.748760
all	talking	-6.748760
all	tar	-6.748760
all	tell	-6.748760
all	tells	-6.748760
all	that	-4.040709
all	that's	-3.753027
all	the	-6.748760
all	them	-4.446174
all	then	-5.362465
all	there	-4.957000
all	they	-4.040709
all	they're	-5.362465
all	think	-5.362465
all	this	-6.055612
all	through	-5.139322
all	throwing	-6.748760
all	time	-6.748760
all	to	-6.055612
all	together	-6.748760
all	took	-5.650147
all	totally	-6.748760
all	travel	-6.748760
all	trouble	-6.748760
all	turned	-6.748760
all	ugly	-6.748760
all	uh	-4.957000
all	uh-huh	-6.748760
all	um	-4.957000
all	up	-5.362465
all	us	-5.139322
all	van	-6.748760
all	very	-6.748760
