bull	-10.727186
bulldozed	-12.113480
bulldozer	-12.113480
bullet	-10.727186
bullets	-11.014868
bulls	-10.727186
bullshit	-12.113480
bump	-10.727186
bumper	-11.014868
bumper-to-bumper	-11.420333
bumping	-12.113480
bunch	-9.169041
bundled	-12.113480
bungee	-10.727186
bungees	-11.420333
bunker	-12.113480
bunnies	-11.420333
bunny	-10.167570
burden	-12.113480
burlap	-12.113480
burn	-10.034039
burned	-10.167570
burns	-10.504042
burnt	-10.504042
burst	-10.727186
bursting	-11.014868
burt	-11.014868
bury	-12.113480
bus	-8.424601
buses	-10.321721
bush	-12.113480
bushel	-11.014868
bushes	-11.420333
busiest	-12.113480
business	-9.068958
businesses	-11.014868
businessmen	-12.113480
businesswomen	-12.113480
busted	-11.420333
buster	-12.113480
busting	-12.113480
bustle	-11.420333
busy	-9.810895
but	-4.817067
butcher	-11.014868
butt	-9.628574
butter	-10.321721
button	-11.014868
buttoned	-12.113480
buttons	-12.113480
butts	-12.113480
buy	-8.977986
buying	-10.727186
by	-6.692945
by-line	-12.113480
bye	-10.167570
bystander	-12.113480
c's	-12.113480
c.s	-12.113480
c124	-11.420333
ca	-9.548531
cab	-10.727186
cabarrus	-10.504042
cabbage	-12.113480
cabin	-12.113480
cabins	-12.113480
cable	-10.504042
caboose	-12.113480
cafeteria	-12.113480
caf�	-12.113480
caged	-12.113480
cake	-11.420333
cakes	-12.113480
calf	-11.014868
caliber	-12.113480
california	-11.420333
call	-7.613671
callahan	-11.014868
called	-7.129874
callgrove	-11.420333
calling	-9.916256
calloway	-12.113480
calls	-11.014868
calm	-10.504042
calman	-12.113480
calmed	-11.420333
calming	-12.113480
cam	-12.113480
camden	-12.113480
came	-6.645420
camels	-12.113480
cameras	-12.113480
camero	-12.113480
camp	-9.628574
campaign	-12.113480
camped	-11.420333
campfire	-10.504042
campground	-11.420333
camping	-9.628574
campus	-9.916256
campuses	-11.014868
can	-6.272839
can't	-7.309459
can-do	-12.113480
canada	-11.014868
canadian	-11.014868
canadians	-12.113480
cancel	-12.113480
cancer	-9.405430
candace	-12.113480
candidate	-12.113480
candy	-10.034039
cane	-12.113480
cannery	-11.014868
cannot	-9.916256
canoe	-11.014868
canopy	-12.113480
cans	-10.727186
canvas	-12.113480
canyon	-12.113480
cap	-12.113480
capable	-12.113480
capacity	-11.420333
cape	-10.727186
capital	-12.113480
caps	-11.014868
capstans	-12.113480
capsule	-12.113480
captain	-11.420333
captains	-12.113480
captive	-12.113480
captured	-10.167570
car	-7.179006
caramel	-12.113480
card	-12.113480
cardigan	-12.113480
cards	-12.113480
care	-8.019136
cared	-11.420333
career	-9.715585
careful	-9.916256
cares	-11.420333
carey	-12.113480
carla	-12.113480
carmen	-12.113480
carnegie	-10.727186
carnival	-12.113480
caro	-12.113480
carolina	-8.977986
carolinas	-11.420333
caroline	-11.014868
carolinians	-12.113480
carowinds	-11.420333
carpenter	-11.014868
carpentry	-12.113480
carpet	-11.420333
carport	-12.113480
carriage	-12.113480
carrie	-12.113480
carried	-10.321721
carries	-12.113480
carrot	-12.113480
carrots	-12.113480
carry	-9.628574
carrying	-10.321721
cars	-9.169041
carson	-12.113480
cart	-10.504042
cartons	-11.014868
cartoon	-10.504042
cartoons	-10.321721
cartsokalis	-12.113480
carved	-11.014868
carver	-12.113480
case	-9.916256
cases	-12.113480
cash	-10.727186
cashier	-12.113480
cassatt	-12.113480
cast	-10.504042
castile	-12.113480
castle	-12.113480
casual	-12.113480
casually	-12.113480
casualty	-12.113480
caswell	-12.113480
cat	-10.321721
cat's	-11.420333
catawba	-10.727186
catch	-9.223109
catcher	-12.113480
catches	-12.113480
catching	-12.113480
category	-12.113480
catequist	-12.113480
catered	-11.420333
catharsis	-12.113480
catherine	-12.113480
catherines	-12.113480
catholic	-9.628574
catholics	-12.113480
cats	-12.113480
cattaraugus	-11.420333
cattle	-11.420333
catty	-12.113480
caucasian	-11.420333
caught	-9.022438
cause	-8.616973
caused	-10.727186
causing	-12.113480
cautiously	-12.113480
cave	-11.420333
cavern	-11.420333
caverns	-12.113480
cb	-11.420333
cd	-11.420333
ceases	-12.113480
ceiling	-9.810895
celebrate	-12.113480
cell	-10.727186
cellophane	-12.113480
cemented	-12.113480
cent	-11.420333
center	-10.034039
centered	-10.727186
centering	-12.113480
centerline	-11.014868
centers	-12.113480
central	-10.321721
cents	-10.034039
centuries	-12.113480
century	-9.810895
century-type	-12.113480
cer	-12.113480
cercos	-12.113480
cereal	-11.014868
ceremony	-12.113480
certain	-8.712283
certainly	-9.169041
chaela	-12.113480
chain	-10.321721
chains	-11.014868
chair	-10.727186
chairman	-12.113480
chairs	-10.321721
chalet	-12.113480
challenge	-10.727186
challenged	-12.113480
challenges	-12.113480
challenging	-12.113480
chamber	-12.113480
chambers	-10.167570
chameleon	-11.420333
champagne	-10.321721
champion	-12.113480
championship	-12.113480
chance	-9.169041
change	-8.221660
changed	-9.169041
changes	-10.504042
channel	-12.113480
channeling	-12.113480
channels	-11.420333
chant	-11.420333
chanting	-12.113480
chaotic	-12.113480
chap	-12.113480
chapel	-11.014868
chapeltique	-10.727186
chapino	-10.504042
chapter	-10.034039
chapters	-11.420333
character	-9.223109
characters	-9.340892
charge	-10.321721
charged	-10.321721
charges	-11.420333
charisma	-12.113480
charity	-11.014868
charleston	-11.420333
charlie	-11.420333
charlotte	-7.215640
charlotte's	-12.113480
charlottean	-12.113480
charlotteans	-12.113480
charm	-12.113480
charming	-12.113480
charms	-12.113480
chase	-9.280267
chased	-12.113480
chases	-11.014868
chasing	-11.014868
chattanooga	-11.420333
chatting	-11.014868
cheap	-11.420333
